age,artist,designer,dominio,imagem,mecanicas,media,notaRank,notas,numOfPlayers,position,timeOfPlay,title,year
 12 + ,"Antonio Catalán,Peter Dennis","Bob Brechin,Brian Degas,Major P.R. Reid M.B.E., M.C.",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/3977_t.jpg,"Rolar e Mover,Seleção de Cartas,Simulação",7.64,6.38,10,2 a 6 jogadores ,2022º,180 min,Escape from Colditz, (1973)
 10 + ,"Martin Hoffmann,Claus Stephan",Michael Schacht,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/2197_t.jpg,"Construção de Rotas,Controle/Influência de Área,Leilão",7.55,6.35,10,3 a 4 jogadores ,2058º,60 min,The Golden City, (2009)
 10 + ,Diego Gisbert Llorens,"Seiji Kanai,Hayato Kisaragi",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/4254_t.jpg,"Gestão de Mão,Eliminação de Jogadores,Memória,Blefe,Dedução",6.95,6.38,22,2 a 4 jogadores ,2020º,10 min,Lost Legacy: The Starship, (2014)
 12 + ,"Volkan Baga,Arenea Kunkeler",Hans van Tol,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5014_t.jpg,"Negociação,Especulação Financeira,Leilão,Ordem de Fases Variável,Linha de Tempo",7.43,6.38,12,2 a 4 jogadores ,2018º,90 min,Opera, (2009)
 10 + ,,"Albert Lamorisse,Michael I. Levin","Jogos Expert,Jogos Familiares",https://storage.googleapis.com/ludopedia-capas/576_t.jpg,"Controle/Influência de Área,Movimento de Área,Rolagem de Dados",6.39,6.38,1201,3 a 6 jogadores ,2017º,180 min,War, (1972)
 7 + ,Matthew Inman,"Matthew Inman,Elan Lee",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/14898_t.jpg,"Colecionar Componentes,Gestão de Mão,Toma essa",7.08,6.38,18,2 a 5 jogadores ,2021º,20 min,Bears vs Babies, (2017)
 10 + ,"Marko Fiedler,Oliver Schlemmer,Claus Stephan",Mike Elliott,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/476_t.jpg,"Gestão de Mão,Seleção de Cartas,Construção de Baralho/Peças",7.65,6.38,10,3 a 5 jogadores ,2016º,70 min,Lost Legends, (2013)
 8 + ,,,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/21216_t.jpg,Rolagem de Dados,7.36,6.38,13,2 a 5 jogadores ,2013º,20 min,Sushi Roll, (2019)
 11 + ,,"Jarmo Kuitunen,Martti Ojalainen",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1531_t.jpg,"Movimento em Grades,Rolar e Mover,Simulação",7.44,6.38,12,2 jogadores ,2014º,45 min,Soccero (second edition), (2012)
 10 + ,Régis Torres,"Jan Březina,Martin Hrabálek,Michal ""Eyron"" Široký",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/19340_t.jpg,"Linha de Tempo,Narração de Histórias,Tabuleiro Modular,Atuação,Jogo em Equipe,Movimento de Área,Papel e Caneta,Tempo real,Toma essa",7.67,6.38,10,4 a 12 jogadores ,2009º,45 min,Trapwords, (2018)
 13 + ,"Andre Garcia,Cristian Popa,Jason Rumpff,Edu Torres",Richard Launius,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5638_t.jpg,"Jogadores com Diferentes Habilidades,Rolagem de Dados",7.19,6.38,16,1 a 4 jogadores ,2007º,40 min,"Run, Fight, or Die!", (2014)
 12 + ,"Kali Fitzgerald,John Kovalic,Angga Satriohadi,Francisco Rico Torres",,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/8198_t.jpg,"Gestão de Mão,Controle/Influência de Área,Jogadores com Diferentes Habilidades,Toma essa",7.67,6.38,10,2 a 4 jogadores ,2008º,45 min,Smash Up: Munchkin, (2015)
 8 + ,Rita Åse,"Scott A. Mednick,A. Robert Moog",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/638_t.jpg,"Movimento Ponto-a-Ponto,Papel e Caneta,Dedução",6.47,6.38,139,2 a 7 jogadores ,2012º,30 min,Perfil 3, (2002)
 13 + ,"Gianluca Santopietro,Demis Savini","Alberto Menoncin,Silvio Negri-Clementi",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/193_t.jpg,Tabuleiro Modular,7.55,6.38,11,2 a 4 jogadores ,2010º,90 min,Ventura, (2011)
 12 + ,Michael Menzel,Xavier Georges,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1012_t.jpg,"Alocação de Trabalhadores,Controle/Influência de Área,Sistema de Pontos de Ação",7.66,6.38,10,2 a 4 jogadores ,2011º,60 min,Royal Palace, (2008)
 10 + ,Arnaud Demaegd,Nicolas Oury,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/4951_t.jpg,"Controle/Influência de Área,Tabuleiro Modular",7.10,6.38,18,2 a 4 jogadores ,2005º,45 min,Mykerinos, (2006)
 12 + ,,Chris Cieslik,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/10117_t.jpg,"Gestão de Mão,Eliminação de Jogadores,Memória,Pedra, Papel e Tesoura,Toma essa",6.83,6.38,28,2 a 10 jogadores ,2015º,10 min,We Didn't Playtest This At All, (2007)
 10 + ,Grafik Studio Krüger,Leo Colovini,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/1389_t.jpg,"Cerco de Área,Controle/Influência de Área,Blefe,Dedução",6.98,6.39,22,2 a 4 jogadores ,2002º,30 min,Clans, (2002)
 4 + ,"Le Mille-Pattes,Maciej Szymanowicz",Antoine Bauza,Jogos Infantis,https://storage.googleapis.com/ludopedia-capas/4901_t.jpg,"Cooperativo,Memória",6.95,6.38,23,1 a 5 jogadores ,2003º,10 min,Monster Chase!, (2009)
 10 + ,"Luis Francisco,George Patsouras","Dan Keltner,David Short",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/5835_t.jpg,"Ação / Movimento Programado,Gestão de Mão,Cooperativo,Tabuleiro Modular,Tempo real",7.42,6.40,13,2 a 6 jogadores ,1984º,30 min,Bomb Squad, (2013)
 12 + ,"Marko Fiedler,Claus Stephan",Dirk Henn,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/3334_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Leilão,Votação",7.73,6.40,10,3 a 6 jogadores ,1985º,120 min,Colonia, (2009)
 12 + ,,Adam West,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1148_t.jpg,"Ordem de Fases Variável,Rolagem de Dados,Tabuleiro Modular,Colocação de Peças",7.46,6.38,12,3 a 6 jogadores ,2006º,120 min,Galactic Emperor, (2008)
 10 + ,"Tanja Donner,Pete Fenlon,Jason Hawkins,Matt Schwabel,Franz Vohwinkel,Stephen Graham Walsh",Klaus Teuber,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/3592_t.jpg,"Gestão de Mão,Negociação,Seleção de Cartas",7.42,6.40,13,2 jogadores ,1983º,90 min,Catan Card Game, (1996)
 12 + ,"Charles S. Jarboe, Jr.,Steve Kendall,Jason Spiller,David Walker","Gary Dicken,Steve Kendall,Phil Kendall",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/4453_t.jpg,"Gestão de Mão,Controle/Influência de Área,Rolagem de Dados",7.57,6.39,11,3 a 6 jogadores ,2001º,180 min,History of the World (I), (1991)
 8 + ,Rolf Vogt,Jacques Zeimet,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/1398_t.jpg,"Gestão de Mão,Colecionar Componentes,Blefe",7.29,6.40,15,2 a 6 jogadores ,1981º,20 min,Kakerlakenpoker Royal (Cockroach Poker Royal), (2012)
 10 + ,Franz Vohwinkel,Reiner Knizia,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/2935_t.jpg,"Gestão de Mão,Colecionar Componentes,Controle/Influência de Área,Leilão,Memória",7.11,6.40,19,3 a 5 jogadores ,1978º,45 min,Tower of Babel, (2005)
 12 + ,,Davi Rodrigues,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7648_t.jpg,"Jogadores com Diferentes Habilidades,Jogo em Equipe,Votação,Dedução",7.07,6.40,20,7 a 50 jogadores ,1980º,20 min,Cidade Dorme, (2014)
 10 + ,Oliver Schlemmer,David V. H. Peters,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/2268_t.jpg,"Construção de Rotas,Mercado de Ações",7.38,6.38,13,3 a 6 jogadores ,2004º,30 min,Paris Connection, (2010)
 10 + ,,"Rob Daviau,Craig Van Ness",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/806_t.jpg,"Controle/Influência de Área,Leilão,Movimento de Área,Ordem de Fases Variável,Rolagem de Dados",7.01,6.40,22,2 a 5 jogadores ,1979º,240 min,Risk 2210 A.D., (2001)
 8 + ,,,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/10812_t.jpg,Seleção de Cartas,7.75,6.40,10,1 a 6 jogadores ,1975º,15 min,Hora de Aventura Caça-Vilões, (2016)
 8 + ,"Michael Hays,Naomi Kageyama,Andrew Looney,Barbara Spelger","Andrew Looney,Kristin Looney",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/4108_t.jpg,"Gestão de Mão,Colecionar Componentes",6.74,6.39,39,2 a 6 jogadores ,1986º,15 min,Fluxx, (1997)
 8 + ,"Gavin Birnbaum,Anca Gavril",Gavin Birnbaum,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/15584_t.jpg,Leilão,7.75,6.40,10,4 jogadores ,1976º,60 min,Q.E. (Quantitative Easing), (2019)
 10 + ,Beth Trott,Reiner Knizia,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/667_t.jpg,Gestão de Mão,6.96,6.40,24,2 a 6 jogadores ,1977º,15 min,Escalation!, (2007)
 10 + ,Élise Plessis,Shadi Torbey,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/11483_t.jpg,"Colecionar Componentes,Cooperativo,Rolar e Mover,Tabuleiro Modular",7.74,6.40,10,1 a 2 jogadores ,1982º,30 min,Nautilion, (2016)
 14 + ,Vicki Dalton,"Sebastian Bleasdale,Richard Breese,Ian Vincent",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/18887_t.jpg,"Ação Simultânea,Alocação de Trabalhadores,Colecionar Componentes,Construção de Rotas,Seleção de Cartas",7.76,6.40,10,2 a 6 jogadores ,1969º,75 min,Key Flow, (2018)
 11 + ,"Thierry Masson,Wayne Reynolds",Christophe Boelinger,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1960_t.jpg,"Gestão de Mão,Colocação de Peças,Jogadores com Diferentes Habilidades,Movimento em Grades,Posicionamento Secreto,Sistema de Pontos de Ação,Tabuleiro Modular",7.00,6.40,23,2 jogadores ,1968º,60 min,Dungeon Twister, (2004)
 8 + ,"Dennis Lohausen,Peter Wocken",Matthias Cramer,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/9319_t.jpg,"Vazas/Truques,Colecionar Componentes",7.25,6.40,16,3 a 5 jogadores ,1971º,40 min,Pi mal Pflaumen, (2015)
 10 + ,Marina Fahrenbach,Andreas Pelikan,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/7166_t.jpg,"Colecionar Componentes,Jogadores com Diferentes Habilidades,Seleção de Cartas",7.65,6.40,11,2 a 5 jogadores ,1967º,60 min,Sewer Pirats, (2012)
 8 + ,Michael Menzel,Dirk Henn,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/5209_t.jpg,"Colocação de Peças,Construção de Rotas,Mercado de Ações",7.63,6.40,11,2 a 6 jogadores ,1974º,45 min,Cable Car, (2009)
 12 + ,Paolo Vallerga,Marco Valtriani,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/3_t.jpg,"Leilão,Movimento Ponto-a-Ponto,Ordem de Fases Variável,Jogadores com Diferentes Habilidades,Dedução",7.17,6.41,18,3 a 6 jogadores ,1965º,90 min,011, (2011)
 12 + ,,Edmund McMillen,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/19070_t.jpg,Toma essa,7.36,6.40,14,2 a 4 jogadores ,1973º,45 min,The Binding of Isaac: Four Souls, (2018)
 13 + ,Josh Cappel,Doug Bass,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/284_t.jpg,"Colecionar Componentes,Colocação de Peças,Rolagem de Dados",7.55,6.41,12,2 a 4 jogadores ,1964º,60 min,Garden Dice, (2012)
 11 + ,Steven Tu,Corné van Moorsel,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/10603_t.jpg,"Colocação de Peças,Construção de Rotas,Tempo real",7.77,6.41,10,1 a 5 jogadores ,1966º,40 min,Factory Funner, (2016)
 12 + ,,Emanuele Ornella,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/3306_t.jpg,"Controle/Influência de Área,Movimento Ponto-a-Ponto",7.78,6.41,10,2 a 5 jogadores ,1963º,90 min,Hermagor, (2006)
 12 + ,Alexandre Roche,Alan D. Ernstein,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/4492_t.jpg,"Construção de Rotas,Gestão de Mão",7.79,6.41,10,3 a 4 jogadores ,1960º,120 min,Inca Empire, (2010)
 14 + ,Nayara Yukari,"Felipe Galery,Gabriel Santana",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/24437_t.jpg,"Dedução,Eliminação de Jogadores,Gestão de Mão,Seleção de Cartas",7.79,6.41,10,2 a 6 jogadores ,1961º,20 min,Lençóis, (2020)
 10 + ,Klemens Franz,"Stefan Dorra,Ralf zur Linde",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/2908_t.jpg,Colecionar Componentes,7.22,6.41,17,2 a 4 jogadores ,1959º,45 min,Pergamon, (2011)
 12 + ,Banu Andaru Adhimuka,David Short,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/3996_t.jpg,"Gestão de Mão,Construção a partir de Modelo,Movimento Ponto-a-Ponto,Simulação",7.80,6.41,10,2 a 4 jogadores ,1957º,30 min,Planes, (2014)
 8 + ,Nicoly Boaventura,"Thiago Henrique Ferri,Renato Morroni",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/14138_t.jpg,"Gestão de Mão,Jogadores com Diferentes Habilidades,Narração de Histórias,Toma essa",6.63,6.40,59,2 a 4 jogadores ,1972º,40 min,Fábrica dos Sonhos, (2017)
 14 + ,,,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/1472_t.jpg,Apostas,6.54,6.41,112,2 a 6 jogadores ,1956º,60 min,Quest Volume 1, (2012)
 13 + ,"George Patsouras,Julia Semionova",Jason Maxwell,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/211_t.jpg,"Cooperativo,Jogadores com Diferentes Habilidades,Movimento de Área,Movimento Ponto-a-Ponto,Narração de Histórias,Rolagem de Dados",7.81,6.41,10,1 a 4 jogadores ,1952º,90 min,Agents of SMERSH, (2012)
 3 + ,"Marjorie Noël,DJ Games,Fundex,Gigamic,Jeux PBM,Lautapelit.fi",André Perriolat,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/20648_t.jpg,"Colocação de Peças,Construção a partir de Modelo",7.64,6.40,11,1 a 2 jogadores ,1970º,10 min,Katamino, (1992)
 10 + ,Vincent Dutrait,Sébastien Dujardin,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/20015_t.jpg,"Gestão de Mão,Tabuleiro Modular",7.58,6.41,12,1 a 4 jogadores ,1954º,45 min,Solenia, (2018)
 12 + ,"Jody Henning,mango,YLAR",Jesse Li,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/8100_t.jpg,"Gestão de Mão,Construção de Baralho/Peças,Toma essa",7.47,6.41,13,2 a 4 jogadores ,1962º,70 min,Guns & Steel, (2015)
 12 + ,"Herman Haverkort,Tamara Jannink","Jeroen Doumen,Joris Wiersinga",Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1626_t.jpg,"Colocação de Peças,Construção de Rotas,Desenhar,Marcadores e Hexágonos,Pegar e Entregar,Tabuleiro Modular",7.21,6.42,18,1 a 4 jogadores ,1936º,240 min,Roads & Boats, (1999)
 10 + ,Franz Vohwinkel,Uwe Rosenberg,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/4825_t.jpg,"Gestão de Mão,Memória",7.01,6.42,24,2 a 5 jogadores ,1938º,30 min,Mamma Mia!, (1999)
 8 + ,Jun Sasaki,Jun Sasaki,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/7847_t.jpg,"Desenhar,Dedução",7.05,6.41,22,5 a 10 jogadores ,1951º,20 min,A Fake Artist Goes to New York, (2012)
 8 + ,Claire Conan,Luka Krleza,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/21710_t.jpg,Colecionar Componentes,7.37,6.42,15,2 a 4 jogadores ,1934º,30 min,Chakra, (2019)
 8 + ,Andrea Boekhoff,Frederic Moyersoen,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/9753_t.jpg,"Gestão de Mão,Construção de Rotas,Blefe",7.40,6.41,14,1 a 2 jogadores ,1958º,30 min,Saboteur: The Duel, (2014)
 12 + ,Ivan Freire,"Fel Barros,Marco Portugal",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/11050_t.jpg,Toma essa,6.84,6.42,34,2 a 6 jogadores ,1932º,30 min,Looterz, (2016)
 10 + ,"Richard Borg,Scott Hill",Richard Borg,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1208_t.jpg,"Gestão de Mão,Rolagem de Dados,Tabuleiro Modular",7.85,6.42,10,2 jogadores ,1933º,45 min,Battle Cry, (2000)
 14 + ,,Dan Verssen,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/6587_t.jpg,Rolagem de Dados,7.68,6.41,11,1 a 6 jogadores ,1953º,30 min,Warfighter: The Tactical Special Forces Card Game, (2014)
 8 + ,,Andrew Looney,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/2199_t.jpg,"Gestão de Mão,Seleção de Cartas,Colecionar Componentes",7.01,6.42,24,2 a 6 jogadores ,1937º,40 min,Star Fluxx, (2011)
 8 + ,"Benjamin Shulman,Beth Sobel","Eduardo Baraf,Steve Finn,Keith Matejka",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/12607_t.jpg,"Colecionar Componentes,Force sua sorte,Blefe,Gestão de Mão",7.63,6.43,12,1 a 4 jogadores ,1929º,20 min,Herbaceous, (2017)
 6 + ,,,Jogos Infantis,https://storage.googleapis.com/ludopedia-capas/23511_t.jpg,Colocação de Peças,6.95,6.42,27,2 jogadores ,1935º,15 min,Get Packing (1st edition), (2018)
 8 + ,Michael Menzel,"Charles Chevallier,Arnaud Urbon",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/5243_t.jpg,"Controle/Influência de Área,Ordem de Fases Variável,Sistema de Pontos de Ação",7.39,6.43,15,2 a 4 jogadores ,1928º,60 min,The Secret of Monte Cristo, (2011)
 12 + ,"David Hudnut,Scott Okumura,Peter Whitley",Henry Stern,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/1749_t.jpg,"Colocação de Peças,Construção de Rotas,Leilão",7.48,6.41,13,3 a 5 jogadores ,1955º,75 min,Vegas Showdown, (2005)
 10 + ,Mihajlo Dimitrievski,"Gil d'Orey,Antonio Sousa Lara",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/9329_t.jpg,"Construção de Baralho/Peças,Controle/Influência de Área,Tabuleiro Modular",7.63,6.43,12,2 a 4 jogadores ,1925º,60 min,City of Spies: Estoril 1942, (2015)
 10 + ,"Aya,Sabrina Miramon",Shun,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/19393_t.jpg,"Alocação de Trabalhadores,Colocação de Peças",7.86,6.43,10,2 a 4 jogadores ,1931º,60 min,Little Town, (2017)
 18 + ,,Henry Makow,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/7743_t.jpg,"Gestão de Mão,Votação,Blefe,Dedução",7.16,6.43,20,3 a 10 jogadores ,1922º,60 min,A Question of Scruples, (1990)
 8 + ,Vincent Dutrait,"Andreas Pelikan,Alexander Pfister",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/11076_t.jpg,"Force sua sorte,Pegar e Entregar,Blefe,Colecionar Componentes",7.19,6.43,19,3 a 6 jogadores ,1924º,30 min,Broom Service: The Card Game, (2016)
 18 + ,,,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/8107_t.jpg,"Controle/Influência de Área,Rolagem de Dados,Eliminação de Jogadores",7.75,6.43,11,2 a 7 jogadores ,1923º,240 min,Risk: Game of Thrones, (2015)
 10 + ,Klemens Franz,Jeffrey D. Allers,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/8993_t.jpg,Colocação de Peças,7.86,6.43,10,2 a 5 jogadores ,1930º,60 min,Citrus, (2013)
 10 + ,"Peter Gifford,Studio Tapiro","Leo Colovini,Alex Randolph",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/3930_t.jpg,"Jogo em Equipe,Movimento Ponto-a-Ponto,Rolar e Mover,Dedução",7.08,6.43,22,3 a 4 jogadores ,1927º,90 min,Inkognito, (1988)
 16 + ,"Antonio Eder,Anamaria Bavaresco,Sputinik Studio",Helio Greca,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/9841_t.jpg,"Ação Simultânea,Eliminação de Jogadores,Jogadores com Diferentes Habilidades,Jogo em Equipe,Votação,Blefe,Dedução",6.86,6.43,33,6 a 18 jogadores ,1926º,25 min,Adoradores de Cthulhu, (2013)
 8 + ,Chris Leder,Chris Leder,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/6552_t.jpg,Rolagem de Dados,7.02,6.43,25,2 a 4 jogadores ,1918º,30 min,Roll For It!, (2011)
 10 + ,Manuel Casasola Merkle,Marcel-André Casasola Merkle,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/2846_t.jpg,"Gestão de Mão,Colocação de Peças,Construção de Rotas,Tabuleiro Modular",7.24,6.43,18,2 a 4 jogadores ,1919º,60 min,Attika, (2003)
 14 + ,Chris Borges,,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/12123_t.jpg,Seleção de Cartas,6.75,6.44,46,2 a 99 jogadores ,1916º,1 min,Quem Vai?, (2016)
 8 + ,Alexander Jung,"Wolfgang Sentker,Ralf zur Linde",Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/10179_t.jpg,Gestão de Mão,7.57,6.44,13,2 a 4 jogadores ,1914º,30 min,Animals on Board, (2016)
 12 + ,Szőgyi Attila,Szőgyi Attila,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/9019_t.jpg,"Alocação de Trabalhadores,Colecionar Componentes,Negociação",7.89,6.43,10,2 a 5 jogadores ,1920º,45 min,Ave Roma, (2016)
 13 + ,"Marina Fahrenbach,Mac Gerdts,Alexander Jung",Mac Gerdts,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/218_t.jpg,"Gestão de Mão,Controle/Influência de Área,Movimento de Área",7.36,6.44,16,2 jogadores ,1915º,75 min,Antike Duellum, (2012)
 13 + ,Kurt Miller,Ken Dunn,Jogos Expert,https://storage.googleapis.com/ludopedia-capas/9306_t.jpg,"Marcadores e Hexágonos,Rolagem de Dados",7.75,6.43,11,2 jogadores ,1921º,120 min,Advanced Squad Leader: Starter Kit #1, (2004)
 8 + ,"Chih-Fan Chen,Katie Welch",Chih-Fan Chen,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/13002_t.jpg,"Force sua sorte,Rolagem de Dados",7.14,6.44,21,2 a 4 jogadores ,1912º,30 min,Dairyman, (2016)
 8 + ,Jean-Baptiste Reynaud,Julian Allain,Jogos Familiares,https://storage.googleapis.com/ludopedia-capas/9905_t.jpg,"Jogadores com Diferentes Habilidades,Rolagem de Dados,Movimento em Grades,Toma essa",7.57,6.44,13,2 a 6 jogadores ,1913º,30 min,Titan Race, (2015)
